name,year,headline,company,product,category,subject,publication,medium,format,link,description,location
Compare the costs! Can You Afford NOT To Fly United?,1949,Compare the costs! Can You Afford NOT To Fly United?,United Air Lines,United Airlines,Transportation (1938-1957),"Transportation & Travel, Airlines",Time,magazines (periodicals),"advertisements, drawings (visual works)",https://idn.duke.edu/ark:/87924/r4r78669v,,
Count your Comforts,1949,Count your Comforts,Greyhound,Greyhound,Transportation (1938-1957),"Transportation & Travel, Buses",American Magazine,magazines (periodicals),"advertisements, drawings (visual works)",https://idn.duke.edu/ark:/87924/r4w37mf03,,
Crosley designed and built to give you the clearest TV picture,1949,Crosley designed and built to give you the clearest TV picture,Avco Manufacturing Corporation,Crosley Table Model,Television (1939-1957),"Sports, Crosley, Television",Saturday Evening Post,magazines (periodicals),advertisements,https://idn.duke.edu/ark:/87924/r4jm2442d,,
Cruise in the Sun to the romantic ports of the Orient on Americas finest postwar luxury liners,1949,Cruise in the Sun to the romantic ports of the Orient on Americas finest postwar luxury liners,American President Lines,Orient,Transportation (1938-1957),"Ships, Ethnic Groups, Asian, Transportation & Travel",New Yorker,magazines (periodicals),"advertisements, drawings (visual works)",https://idn.duke.edu/ark:/87924/r4rj49f0g,,
Cruise in the sun to the fascinating ports of the Orient,1949,Cruise in the sun to the fascinating ports of the Orient,American President Lines,Orient,Transportation (1938-1957),"Ships, Transportation & Travel",Time,magazines (periodicals),"advertisements, drawings (visual works)",https://idn.duke.edu/ark:/87924/r4ks6jq2j,,
Daylight Television 80% Brighter Recommended by eye specialists!,1949,Daylight Television 80% Brighter Recommended by eye specialists!,General Electric Company,Daylight Television,Television (1939-1957),"Children, General Electric, Television",Life,magazines (periodicals),advertisements,https://idn.duke.edu/ark:/87924/r4fb4x819,,
Daylight Television Greater eye comfort,1949,Daylight Television Greater eye comfort,General Electric Company,Daylight Television,Television (1939-1957),"General Electric, Television",Life,magazines (periodicals),advertisements,https://idn.duke.edu/ark:/87924/r4m03zk4x,,
"Daylight Television at least 80% Brighter! Great new Series ""G"" with Automatic Sound",1949,"Daylight Television at least 80% Brighter! Great new Series ""G"" with Automatic Sound",General Electric Company,Daylight Television,Television (1939-1957),"General Electric, Television",Look,magazines (periodicals),advertisements,https://idn.duke.edu/ark:/87924/r4g737s1n,,
Delta Gives You the Service Where You Want to Go... When You Want to Go...,1949,Delta Gives You the Service Where You Want to Go... When You Want to Go...,Delta Airlines,Delta Airlines,Transportation (1938-1957),"Transportation & Travel, Airlines",Chicago Tribune,newspapers,advertisements,https://idn.duke.edu/ark:/87924/r4bv7bd4w,,
Denmark... Norway... Sweden See All Three on Your Trip to Europe,1949,Denmark... Norway... Sweden See All Three on Your Trip to Europe,Scandinavian Airlines System,Scandinavia,Transportation (1938-1957),"Transportation & Travel, Airlines",New Yorker,magazines (periodicals),"advertisements, drawings (visual works)",https://idn.duke.edu/ark:/87924/r4wm14b96,,
Design you hoped for... Performance youve dreamed of A whole new concept of Television Crosley Ultra-Fidelity TV,1949,Design you hoped for... Performance youve dreamed of A whole new concept of Television Crosley Ultra-Fidelity TV,Avco Manufacturing Corporation,"Crosley 16"" Console",Television (1939-1957),"Children, Sports, Crosley, Television",Life,magazines (periodicals),"advertisements, drawings (visual works)",https://idn.duke.edu/ark:/87924/r4rv0dp1x,,
Devaluation means Lowest TWA Fares Ever! Lowest Cargo Rates,1949,Devaluation means Lowest TWA Fares Ever! Lowest Cargo Rates,Trans World Airline,Low fares,Transportation (1938-1957),"Transportation & Travel, Airlines",New York Herald Tribune,newspapers,advertisements,https://idn.duke.edu/ark:/87924/r42f7k89s,,
"Direct to ""Sunshine Land""",1949,"Direct to ""Sunshine Land""",Rock Island Lines,Chicago to Los Angeles,Transportation (1938-1957),"Railroads, Transportation & Travel",Time,magazines (periodicals),"advertisements, drawings (visual works)",https://idn.duke.edu/ark:/87924/r49s1m488,,
Discover a New World of Flight Luxury,1949,Discover a New World of Flight Luxury,Braniff International Airways,Latin America,Transportation (1938-1957),"Transportation & Travel, Airlines",Time,magazines (periodicals),"advertisements, drawings (visual works)",https://idn.duke.edu/ark:/87924/r45m62r0s,,
Do Men who go Pullman make better husbands?,1949,Do Men who go Pullman make better husbands?,Pullman Company,Pullman Company,Transportation (1938-1957),"Railroads, Ethnic Groups, African/African-American, Asian, Transportation & Travel",American,magazines (periodicals),advertisements,https://idn.duke.edu/ark:/87924/r4fn11b5b,,
Do you travel as well as your letters?,1949,Do you travel as well as your letters?,"American Airlines, Inc.",American Airlines Flagship,Transportation (1938-1957),"Children, Transportation & Travel, Airlines",Time,magazines (periodicals),"advertisements, drawings (visual works)",https://idn.duke.edu/ark:/87924/r4gx45b94,,
Doctors Prove Palmolive Soap... Using Nothing But Palmolive... Can Bring Lovelier Complexions!,1949,Doctors Prove Palmolive Soap... Using Nothing But Palmolive... Can Bring Lovelier Complexions!,Palmolive Company,Palmolive Soap,Beauty and Hygiene (1911-1956),"Illustration, Painting, Soaps",McCalls,magazines (periodicals),advertisements,https://idn.duke.edu/ark:/87924/r4db7wb1m,,
Dont Be A Grease Head,1949,Dont Be A Grease Head,"R.B. Semler, Inc.",hair tonic,Beauty and Hygiene (1911-1956),Hair Preparations,Time,magazines (periodicals),advertisements,https://idn.duke.edu/ark:/87924/r4833nj6n,,
Dont Give Up the Trip!,1949,Dont Give Up the Trip!,Greyhound,Vacation travel,Transportation (1938-1957),"Transportation & Travel, Buses",New York Daily News,newspapers,"advertisements, drawings (visual works)",https://idn.duke.edu/ark:/87924/r4cz32q2g,,
Dont be a Grease Head,1949,Dont be a Grease Head,R.B. Semler Inc.,hair tonic,Beauty and Hygiene (1911-1956),Hair Preparations,Saturday Evening Post,magazines (periodicals),advertisements,https://idn.duke.edu/ark:/87924/r44b2xr30,,
Dont give up- Go up!,1949,Dont give up- Go up!,"American Airlines, Inc.",American Airlines,Transportation (1938-1957),"Children, Transportation & Travel, Airlines",Time,magazines (periodicals),"advertisements, drawings (visual works)",https://idn.duke.edu/ark:/87924/r4c53fj6s,,
Dorothy Harts smile wins six offers from Hollywood,1949,Dorothy Harts smile wins six offers from Hollywood,Lever Brothers Company,Toothpaste,Beauty and Hygiene (1911-1956),"Famous People, Testimonial, Dental Supplies, Dorothy Hart",Saturday Evening Post,magazines (periodicals),advertisements,https://idn.duke.edu/ark:/87924/r4kd1r703,,
"Downstairs... 25,000 feet up!",1949,"Downstairs... 25,000 feet up!",Boeing,Boeing Stratocruiser,Transportation (1938-1957),"Transportation & Travel, Aircraft",Saturday Evening Post,magazines (periodicals),advertisements,https://idn.duke.edu/ark:/87924/r4ms3kk7r,,
Draw your family circle closer with Magnavox Television,1949,Draw your family circle closer with Magnavox Television,Magnavox Company,Radio Phonograph Television,Television (1939-1957),"Magnavox, Television",Saturday Evening Post,magazines (periodicals),advertisements,https://idn.duke.edu/ark:/87924/r43776h1r,,
Du Mont,1949,Du Mont,"Allen B. DuMont Laboratories, Inc.",Various,Television (1939-1957),"Retail, Television, DuMont, Jamaica Refrigeration Service",New York Journal American,newspapers,advertisements,https://idn.duke.edu/ark:/87924/r4sq8r519,,
DuMont Gives You Life-Size Television,1949,DuMont Gives You Life-Size Television,"Allen B. DuMont Laboratories, Inc.",The DuMont Bradford Television Combination,Television (1939-1957),"Children, Television Programs, Television, DuMont, Morey Amsterdam Show",New Yorker,magazines (periodicals),"advertisements, drawings (visual works)",https://idn.duke.edu/ark:/87924/r4vq2sz3b,,
DuMont writes a new page in television history...,1949,DuMont writes a new page in television history...,"Allen B. DuMont Laboratories, Inc.",19 inch televisions,Television (1939-1957),"Television, DuMont",New York Herald Tribune,newspapers,advertisements,https://idn.duke.edu/ark:/87924/r42f7kd26,,
"DuMont, standard of comparison in television",1949,"DuMont, standard of comparison in television","Allen B. DuMont Laboratories, Inc.",Television,Television (1939-1957),"Retail, Various, Television, DuMont",New York World Telegram,newspapers,"advertisements, drawings (visual works)",https://idn.duke.edu/ark:/87924/r4668967t,,
"DuMont, the acknowledged leader in television",1949,"DuMont, the acknowledged leader in television","Allen B. DuMont Laboratories, Inc.",Television,Television (1939-1957),"Television, DuMont",New York Journal American,newspapers,"advertisements, drawings (visual works)",https://idn.duke.edu/ark:/87924/r44x55468,,
"DuMont, the yardstick of television",1949,"DuMont, the yardstick of television","Allen B. DuMont Laboratories, Inc.",Television,Television (1939-1957),"Television, DuMont",New York World Telegram,newspapers,"advertisements, drawings (visual works)",https://idn.duke.edu/ark:/87924/r41n7z84p,,
Easterns New-Type Constellation 19.1% More Power... Power is Dependability,1949,Easterns New-Type Constellation 19.1% More Power... Power is Dependability,Eastern Air Lines Inc.,Constellations,Transportation (1938-1957),"Transportation & Travel, Airlines",New York Herald Tribune,newspapers,"advertisements, drawings (visual works)",https://idn.duke.edu/ark:/87924/r4kk94w4v,,
Emerson AC-DC Portable Television,1949,Emerson AC-DC Portable Television,Emerson Radio and Phonograph Corporation,Portable Television,Television (1939-1957),"Sports, Retail, Emerson, Television, Heichts",New York News,newspapers,"advertisements, drawings (visual works)",https://idn.duke.edu/ark:/87924/r4rn30w26,,
Enchantment Is Just Over The Horizon! Hawaii Is Just A Few Hours Away,1949,Enchantment Is Just Over The Horizon! Hawaii Is Just A Few Hours Away,United Air Lines,Hawaii,Transportation (1938-1957),"Children, Transportation & Travel, Airlines",New Yorker,magazines (periodicals),"advertisements, drawings (visual works)",https://idn.duke.edu/ark:/87924/r4p844f01,,
"Enjoy ""a heap o livin"" on a Western Dude Ranch",1949,"Enjoy ""a heap o livin"" on a Western Dude Ranch",Union Pacific Railroad,Western Dude Ranches,Transportation (1938-1957),"Railroads, Transportation & Travel",Better Homes and Gardens,magazines (periodicals),advertisements,https://idn.duke.edu/ark:/87924/r4nc5sz0q,,
Entertainment Standard of the World!,1949,Entertainment Standard of the World!,Zenith Radio Corporation,Radio Phonograph Television,Television (1939-1957),"Zenith, Television",Saturday Evening Post,magazines (periodicals),"advertisements, drawings (visual works)",https://idn.duke.edu/ark:/87924/r4vh5d58z,,
Europe nearest by air... nicest by American,1949,Europe nearest by air... nicest by American,"American Airlines, Inc.",Europe,Transportation (1938-1957),"Transportation & Travel, Airlines",New York News,newspapers,"advertisements, drawings (visual works)",https://idn.duke.edu/ark:/87924/r4x34n87t,,
Every Age can be Beautiful,1949,Every Age can be Beautiful,Elizabeth Arden,Creams,Beauty and Hygiene (1911-1956),Cosmetics,Vogue,magazines (periodicals),"advertisements, drawings (visual works)",https://idn.duke.edu/ark:/87924/r4057dd18,,
Everyone has his private opinion.....,1949,Everyone has his private opinion.....,Pullman Company,Pullman Company,Transportation (1938-1957),"Railroads, Transportation & Travel",Time,magazines (periodicals),advertisements,https://idn.duke.edu/ark:/87924/r4q52fz2z,,
Extra Luxury At No Extra Charge! Now! Nonstop service to London by Stratocruiser Flagship!,1949,Extra Luxury At No Extra Charge! Now! Nonstop service to London by Stratocruiser Flagship!,"American Airlines, Inc.",Nonstop service to London,Transportation (1938-1957),"Transportation & Travel, Airlines",,magazines (periodicals),"advertisements, drawings (visual works)",https://idn.duke.edu/ark:/87924/r44m91t8z,,
Extra Morning Flight allows whole day in Toronto,1949,Extra Morning Flight allows whole day in Toronto,Trans-Canada Air Lines,International Trade Fair,Transportation (1938-1957),"Transportation & Travel, Airlines",New York Herald Tribune,newspapers,"advertisements, drawings (visual works)",https://idn.duke.edu/ark:/87924/r4s757374,,
FASTEST TO SEATTLE... PORTLAND,1949,FASTEST TO SEATTLE... PORTLAND,Northwest Airlines,various destinations,Transportation (1938-1957),"Transportation & Travel, Airlines",New York Herald Tribune,newspapers,"advertisements, drawings (visual works)",https://idn.duke.edu/ark:/87924/r43t9dq7f,,
FLY NATIONALS Daily Scheduled CLUB COACH,1949,FLY NATIONALS Daily Scheduled CLUB COACH,National Airlines,Airlines--Rates,Transportation (1938-1957),"Transportation & Travel, Airlines",New York Herald Tribune,newspapers,advertisements,https://idn.duke.edu/ark:/87924/r4xk8577x,,
Family Plan,1949,Family Plan,National Airlines,Family air fare plans,Transportation (1938-1957),"Children, Transportation & Travel, Airlines",New York World Telegram,newspapers,"advertisements, drawings (visual works)",https://idn.duke.edu/ark:/87924/r4st7ff3s,,
Fares to Europe Reduced Almost 40%,1949,Fares to Europe Reduced Almost 40%,"American Airlines, Inc.",Low fares,Transportation (1938-1957),"Transportation & Travel, Airlines",,newspapers,advertisements,https://idn.duke.edu/ark:/87924/r4fx74g1g,,
Fly And Save On Nationals DAILY SCHEDULED NIGHT BIRD CLUB COACH,1949,Fly And Save On Nationals DAILY SCHEDULED NIGHT BIRD CLUB COACH,National Airlines,Airlines--Rates,Transportation (1938-1957),"Transportation & Travel, Airlines",New York Herald Tribune,newspapers,advertisements,https://idn.duke.edu/ark:/87924/r4p26qm9b,,
"Fly Eastern for Double Dependability. Dependable Airliners. Dependable Personnel. Plus Double Economy, 2 Outstanding Travel Bargains.",1949,"Fly Eastern for Double Dependability. Dependable Airliners. Dependable Personnel. Plus Double Economy, 2 Outstanding Travel Bargains.",Eastern Air Lines Inc.,Eastern Airlines,Transportation (1938-1957),"Transportation & Travel, Airlines",Daily News,newspapers,"advertisements, drawings (visual works)",https://idn.duke.edu/ark:/87924/r40p0x835,,
Fly Eastern to Florida. Thousands are Enjoying Luxurious Florida Vacations at Lowest Rates Ever.,1949,Fly Eastern to Florida. Thousands are Enjoying Luxurious Florida Vacations at Lowest Rates Ever.,Eastern Air Lines Inc.,Florida,Transportation (1938-1957),"Premiums, Transportation & Travel, Airlines",New York Herald Tribune,newspapers,"advertisements, drawings (visual works)",https://idn.duke.edu/ark:/87924/r4p55f14n,,
