name,year,headline,company,product,category,subject,publication,medium,format,link
Why... A 43% increase in local commuter traffic in and out of New York prevents immediate return to normal conditions.,1946,Why... A 43% increase in local commuter traffic in and out of New York prevents immediate return to normal conditions.,New Haven Railroad,The New Haven Railroad',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",New York Herald Tribune,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4cr5nx8s
Wild unruly hair freezes his chances until...,1946,Wild unruly hair freezes his chances until...,"R.B. Semler, Inc.",hair tonic',Beauty and Hygiene (1911-1956),Hair Preparations',Life,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r49g5h08n
Work or Play Go the WABASH Way!,1946,Work or Play Go the WABASH Way!,Wabash Railroad,Wabash Railroad',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",Des Moines Register,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r40k26w95
Working Partners,1946,Working Partners,Pennsylvania Railroad,Pennsylvania Railroad',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",U.S. News,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4nv99v98
Worry?-But Why? Get Modess with the triple-proved deodorant!,1946,Worry?-But Why? Get Modess with the triple-proved deodorant!,Modess,Sanitary napkins',Beauty and Hygiene (1911-1956),"Premiums', 'Feminine Hygiene'",Silver Screen,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4vh5d40n
"Yellowstone, Land of Mystery",1946,"Yellowstone, Land of Mystery",Milwaukee Road,Yellowstone',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",Saturday Evening Post,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4gx45c9k
You Can't Go Wrong On the Right System,1946,You Can't Go Wrong On the Right System,Greyhound,Greyhound',Transportation (1938-1957),"Sports', 'Transportation & Travel', 'Buses'",Lexington Herald,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r45m62s07
You Two Can Fly! Via Western Air,1946,You Two Can Fly! Via Western Air,Western Air Lines,various destinations',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Salt Lake Telegram,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r43b5ws5t
"You'll meet ""The Harvey Girls""",1946,"You'll meet ""The Harvey Girls""",Santa Fe Trailways,Santa Fe Trailways',Transportation (1938-1957),"Transportation & Travel', 'Buses'",Chicago Daily Tribune,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4v11w49f
You'll travel in a private room at a bargain price!,1946,You'll travel in a private room at a bargain price!,Pullman Company,Pullman Company',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",Time,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r47d2qs61
You're more than a file card to Delta,1946,You're more than a file card to Delta,Delta Airlines,Service',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Time,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4sb3xg64
Your Easy Chair in the Air,1946,Your Easy Chair in the Air,Chicago and Southern Air Lines,Dixieliners',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Time,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4hd7p976
Yours for Fun!,1946,Yours for Fun!,PCA Capital Airlines,Fun-Map',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Time,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4dj5908s
Zenith Announces the New Radionic Cobra Tone Arm and Silent-Speed Record Changer... A Sensational Way to Play Records ...Only Zenith Has This!,1946,Zenith Announces the New Radionic Cobra Tone Arm and Silent-Speed Record Changer... A Sensational Way to Play Records ...Only Zenith Has This!,Zenith Radio Corporation,Record Players',Radio (1922-1956),"Miscellaneous', 'Electronics'",Better Homes and Gardens,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4w669s0h
Zenith Announces the New Radionic Cobra Tone Arm and Silent-Speed Record Changer...A Sensational New Way to Play Records...Only Zenith Has This!,1946,Zenith Announces the New Radionic Cobra Tone Arm and Silent-Speed Record Changer...A Sensational New Way to Play Records...Only Zenith Has This!,Zenith Radio Corporation,Radio-Phonograph',Radio (1922-1956),"Miscellaneous', 'Electronics'",Life,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4n58d37d
don't give up the trip...To California,1946,don't give up the trip...To California,Union Pacific Railroad,California',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",Philadelphia Inquirer,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4h12vs9t
now... DC-4's,1946,now... DC-4's,Pan American Grace Airways,"""DC-4's""",Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Travel Trade,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4vx06m91
"the Main Line Airway to CHICAGO and ""All the West""",1946,"the Main Line Airway to CHICAGO and ""All the West""",United Air Lines,Chicago',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Herald Tribune,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4qj78g86
the New Empire Builder--a very nice way to travel,1946,the New Empire Builder--a very nice way to travel,Great Northern Railway,New Empire Builders',Transportation (1938-1957),"Railroads', 'Ethnic Groups', 'African/African-American', 'Transportation & Travel'",Saturday Evening Post,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4zk56545
"the Streamliner ""City of St. Louis"" Through Sleepers and Coaches St. Louis t Kansas City, Denver & Pacific Coast",1946,"the Streamliner ""City of St. Louis"" Through Sleepers and Coaches St. Louis t Kansas City, Denver & Pacific Coast",Wabash / Union Pacific,"""City of St. Louis"" Streamliner'",Transportation (1938-1957),"Railroads', 'Transportation & Travel'",Terre Haute Tribune,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4571871b
"wanna be an angel? say Noel, Noel",1946,"wanna be an angel? say Noel, Noel",Germaine Monteil,Various',Beauty and Hygiene (1911-1956),"Illustration', 'Painting', 'Cosmetics'",Vogue,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4rv0dn2z
""" To Almost Anywhere But Brobdingnag, Dean Swift...""",1947,""" To Almost Anywhere But Brobdingnag, Dean Swift...""",British Overseas Airways Corporation,British Overseas Airways Corporation',Transportation (1938-1957),"Famous People', 'Transportation & Travel', 'Airlines', 'Jonathan Swift'",Time,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r46970f9v
"""20 Million Passengers by Air in '47""",1947,"""20 Million Passengers by Air in '47""",Scheduled Airlines of the United States,Air travel',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Herald Tribune,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4b854179
"""A Touchdown!""",1947,"""A Touchdown!""",Philco,Philco Direct View Television',Television (1939-1957),"Sports', 'Philco', 'Television'",New York Daily News,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4gb1z470
"""Adventure is ready for you!""",1947,"""Adventure is ready for you!""",Pan American Grace Airways,South America',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New Yorker,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4r49gt3p
"""Candy is dandy""- but try a Barbasol face",1947,"""Candy is dandy""- but try a Barbasol face",Barbasol,Barbasol Shaving Cream',Beauty and Hygiene (1911-1956),Shaving Supplies',Life,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4gt5g21r
"""Certainly, Sir Francis, We'll Ship Your Doubloons in Advance.""",1947,"""Certainly, Sir Francis, We'll Ship Your Doubloons in Advance.""",British Overseas Airways Corporation,British Overseas Airways Corporation',Transportation (1938-1957),"Famous People', 'Transportation & Travel', 'Airlines', 'Sir Francis Drake'",New Yorker,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4891279b
"""El Capitan... nothing like it in railroading""",1947,"""El Capitan... nothing like it in railroading""",Santa Fe System Lines,Santa Fe System Lines',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",Saturday Evening Post,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4r78672x
"""Gee, Daddy, they had a private car just for us ladies""",1947,"""Gee, Daddy, they had a private car just for us ladies""",Milwaukee Road,The Milwaukee Road',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",Life,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4w669t2x
"""Gee, that's Eatin""",1947,"""Gee, that's Eatin""",Santa Fe System Lines,Santa Fe System Lines',Transportation (1938-1957),"Children', 'Railroads', 'Transportation & Travel'",Saturday Evening Post,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4bz61t1r
"""Got a Date with a Canadian Pacific Vacation""",1947,"""Got a Date with a Canadian Pacific Vacation""",Canadian Pacific,Canadian Pacific',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",Saturday Evening Post,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4hx1688b
"""He Asked for it!""",1947,"""He Asked for it!""",Lever Brothers Company,Lifebuoy Health Soap',Beauty and Hygiene (1911-1956),Soaps',New York Mirror,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r42z1392z
"""I Had Only 2 Weeks For My Trip But I Spent 15 Wonderful Days in Europe!""",1947,"""I Had Only 2 Weeks For My Trip But I Spent 15 Wonderful Days in Europe!""","American Airlines, Inc.",Europe',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New Yorker,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4474784n
"""I can hardly wait to tell you what Beauty Counselors did to me!""",1947,"""I can hardly wait to tell you what Beauty Counselors did to me!""","Beauty Counselors, Inc.",Cosmetics',Beauty and Hygiene (1911-1956),"Coupons', 'Cosmetics'",New Yorker,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4vq2sx89
"""I see you in White Satin... You'll Be Another Woodbury Deb!""",1947,"""I see you in White Satin... You'll Be Another Woodbury Deb!""",Woodbury,Facial Soap',Beauty and Hygiene (1911-1956),"Children', 'Soaps'",Life,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4dn40h31
"""I took to the air when I found how TWA means business""",1947,"""I took to the air when I found how TWA means business""",Trans World Airline,Business travel',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Time,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4m32nv2g
"""I won't let housework tie me down!""",1947,"""I won't let housework tie me down!""",Greyhound,Quickie vacation',Transportation (1938-1957),"Transportation & Travel', 'Buses'",Good Housekeeping,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r48c9rp38
"""In 3 Minutes this Simple Test Showed us How to buy a Radio-Phonograph",1947,"""In 3 Minutes this Simple Test Showed us How to buy a Radio-Phonograph",Zenith Radio Corporation,Radio-Phonograph',Radio (1922-1956),"Testimonial', 'Miscellaneous', 'Electronics', 'Mr. and Mrs. Louis Bos of Dalton, IL'",Saturday Evening Post,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4dr2ps2p
"""In the Pink"" from Dorothy Gray",1947,"""In the Pink"" from Dorothy Gray",Dorothy Gray,Dorothy Gray Cosmetics',Beauty and Hygiene (1911-1956),Cosmetics',Vogue,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4ms3kn65
"""Like You, Sir Walter, We've Spread Our Mantle Over Water.""",1947,"""Like You, Sir Walter, We've Spread Our Mantle Over Water.""",British Overseas Airways Corporation,British Overseas Airways Corporation',Transportation (1938-1957),"Famous People', 'Sir Walter Raleigh', 'Transportation & Travel', 'Airlines'",New Yorker,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r43f4m54m
"""Look At These Low Fares!""",1947,"""Look At These Low Fares!""",Burlington Trailways,Low fares',Transportation (1938-1957),"Transportation & Travel', 'Buses'",Des Moines Register,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4bg2hv7j
"""Magnificent beyond description. Without question, my Fisher surpasses anything I have ever heard!""",1947,"""Magnificent beyond description. Without question, my Fisher surpasses anything I have ever heard!""",Fisher Radio Salon,Radio-Phonograph',Radio (1922-1956),"Retail', 'Radio', 'Miscellaneous', 'The Fisher Radio Salon'",New York Times,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4nc5sw19
"""Mr. Brummell's Complaining That All the Passengers Get the Best Service.""",1947,"""Mr. Brummell's Complaining That All the Passengers Get the Best Service.""",British Overseas Airways Corporation,British Overseas Airways Corporation',Transportation (1938-1957),"Famous People', 'Transportation & Travel', 'Airlines', 'Beau Brummell'",,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r44j0bf4q
"""Mr. Traffic Manager... TWA Offers The Biggest Airfreight Network in America!""",1947,"""Mr. Traffic Manager... TWA Offers The Biggest Airfreight Network in America!""",Trans World Airline,Airfreight',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Traffic World,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4416th7z
"""My ears turned red at that awful whisper""",1947,"""My ears turned red at that awful whisper""",Lever Brothers Company,Lifebuoy Health Soap',Beauty and Hygiene (1911-1956),Soaps',Life,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4057dc86
"""Only TWA gives you this timesaving, troublesaving Memo Tariff!""",1947,"""Only TWA gives you this timesaving, troublesaving Memo Tariff!""",Trans World Airline,Tariff Schedule',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Traffic World,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4cj8845j
"""Savoir Faire""...rare new tribute to fascination",1947,"""Savoir Faire""...rare new tribute to fascination",Dorothy Gray,Dorothy Gray Cosmetics',Beauty and Hygiene (1911-1956),"Illustration', 'Painting', 'Cosmetics', 'Portrait of Mrs. John P. Labouisse'",New Yorker,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4c82519v
"""Spell it Again, Mr. Chaucer...""",1947,"""Spell it Again, Mr. Chaucer...""",British Overseas Airways Corporation,British Overseas Airways Corporation',Transportation (1938-1957),"Famous People', 'Transportation & Travel', 'Airlines', 'Chaucer'",Time,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r42n5018f
"""Spring Spring Spring time to wake a sleepy skin""",1947,"""Spring Spring Spring time to wake a sleepy skin""",Dorothy Gray,Dorothy Gray Cosmetics',Beauty and Hygiene (1911-1956),Cosmetics',Good Housekeeping,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r42z1397c
"""The Businessman's Airline Wins My Business!""",1947,"""The Businessman's Airline Wins My Business!""",Trans World Airline,Business travel',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Time,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r44j0bg07
"""There's always Something doin' on the B&O!""",1947,"""There's always Something doin' on the B&O!""",Baltimore & Ohio Railroad,quickness and luxuries of the trains',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",New York Herald Tribune,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r44f1n35s
"""They're off!"" and ""You're There!"" with Du Mont Television",1947,"""They're off!"" and ""You're There!"" with Du Mont Television","Allen B. DuMont Laboratories, Inc.","""Cliffton"" Television'",Television (1939-1957),"Sports', 'Retail', 'Liberty Music Shops', 'Television', 'DuMont'",New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r41r6nn9z
"""Time is more than Money""",1947,"""Time is more than Money""",Delta Airlines,Delta Airlines',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Time,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4f18sz5z
"""To Central America I Fly Taca""",1947,"""To Central America I Fly Taca""",TACA Airways System,Transportes Aereos Centroamericanos',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Times Magazine,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r42v2cv0t
"""Wake-up-to-music"" Clock-Radio",1947,"""Wake-up-to-music"" Clock-Radio",General Electric Company,GE Clock Radios',Radio (1922-1956),"Famous People', 'Radio', 'General Electric', 'Marie Mounts'",Life,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4nz8166n
"""We baby our carriage trade!""",1947,"""We baby our carriage trade!""",Capital Airlines,Capital Airlines',Transportation (1938-1957),"Children', 'Transportation & Travel', 'Airlines'",Detroit Times,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4jd4q72g
"""We'll Take Miss Alice Through Our Looking Glass To London, Mr. Carroll.""",1947,"""We'll Take Miss Alice Through Our Looking Glass To London, Mr. Carroll.""",British Overseas Airways Corporation,British Overseas Airways Corporation',Transportation (1938-1957),"Famous People', 'Transportation & Travel', 'Airlines', 'Lewis Carroll'",Time,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r44f1n23c
"""We'll save $112 for side trips by riding to Seattle in these new TOURALUX cars""",1947,"""We'll save $112 for side trips by riding to Seattle in these new TOURALUX cars""",Milwaukee Road,Seattle',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",Life,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4mp4w63z
"""We're seeing Canada by train!""",1947,"""We're seeing Canada by train!""",Canadian Pacific,Canada',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",Life,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4d50gg4h
"""What is it like to fly?""",1947,"""What is it like to fly?""",Trans World Airline,University Sponsored Tours for Teachers',Transportation (1938-1957),"Children', 'Transportation & Travel', 'Airlines'",Scholastic Teacher,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r47s7jb1d
"""Whe-e-e-ew the New Super Chief!""",1947,"""Whe-e-e-ew the New Super Chief!""",Santa Fe System Lines,Santa Fe System Lines',Transportation (1938-1957),"Children', 'Railroads', 'Transportation & Travel'",Collier's,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r44f1n33t
"""Why, then the world's mine oyster...""",1947,"""Why, then the world's mine oyster...""",British Overseas Airways Corporation,British Overseas Airways Corporation',Transportation (1938-1957),"Famous People', 'Transportation & Travel', 'Airlines', 'William Shakespeare'",Time,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r45d8nz25
"""You'll Be Telling Another Tale of Two Cities, Mr. Dickens.""",1947,"""You'll Be Telling Another Tale of Two Cities, Mr. Dickens.""",British Overseas Airways Corporation,British Overseas Airways Corporation',Transportation (1938-1957),"Famous People', 'Transportation & Travel', 'Airlines', 'Charles Dickens'",New Yorker,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r47941b8m
"""everybody's coming since I got my Westinghouse Duo""",1947,"""everybody's coming since I got my Westinghouse Duo""",Westinghouse Electric Corporation,Radio-Phonograph',Radio (1922-1956),"Radio Programs', 'Radio', 'Westinghouse', 'Ted Malone'",Collier's,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4r78657f
"""that little whisper left me worried sick""",1947,"""that little whisper left me worried sick""",Lever Brothers Company,Lifebuoy Health Soap',Beauty and Hygiene (1911-1956),Soaps',Life,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4vd6pr3t
10 Reasons Why American leads the way in experience,1947,10 Reasons Why American leads the way in experience,"American Airlines, Inc.",American Airlines',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Time,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4vq2st60
1947...the First Telehome Christmas,1947,1947...the First Telehome Christmas,Webster Electric Company,Telehome',Radio (1922-1956),"Radio', 'Miscellaneous'",Saturday Evening Post,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4dv1d53f
21 Flights Daily To Washington,1947,21 Flights Daily To Washington,"American Airlines, Inc.",Washington',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4cf9jq5t
"22 in '47 The Route of the Rockets, after 10 years of ""Planned Progress"" has 22 streamlined trains!",1947,"22 in '47 The Route of the Rockets, after 10 years of ""Planned Progress"" has 22 streamlined trains!",Rock Island Lines,Rock Island Lines',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",New York Times,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4n010c7n
28 Years Of Overwater Flying,1947,28 Years Of Overwater Flying,French National Airlines,Paris',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",Chicago Daily News,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4q23rh45
3 Gifts to make a Merrier Christmas by Westinghouse,1947,3 Gifts to make a Merrier Christmas by Westinghouse,Westinghouse Electric Corporation,Various',Radio (1922-1956),"Radio Programs', 'Radio', 'Westinghouse', 'Ted Malone'",Life,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4pn8xx80
"3 Hours, 12 Minutes to Toronto Cool! Comfortable! Convenient!",1947,"3 Hours, 12 Minutes to Toronto Cool! Comfortable! Convenient!","American Airlines, Inc.",Toronto',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York News,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4057d92d
3 New Ways to Play Santa Claus,1947,3 New Ways to Play Santa Claus,Zenith Radio Corporation,Various',Radio (1922-1956),"Radio', 'Zenith'",This Week,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4zp3wh5p
3 New Ways to Play Santa Claus,1947,3 New Ways to Play Santa Claus,Zenith Radio Corporation,Various',Radio (1922-1956),"Radio', 'Zenith'",Look,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r46h4d754
4 Flights Daily to Toronto,1947,4 Flights Daily to Toronto,Trans-Canada Air Lines,Toronto',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Herald Tribune,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4zw1998q
4 Ways We Take the Trouble Out of Travel,1947,4 Ways We Take the Trouble Out of Travel,Trans World Airline,Trans World Airlines',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4kk94w98
4 big reasons why Olympian Hiawathas set the pace in postwar travel,1947,4 big reasons why Olympian Hiawathas set the pace in postwar travel,Milwaukee Road,The Milwaukee Road',Transportation (1938-1957),"Railroads', 'Ethnic Groups', 'Native American', 'Transportation & Travel'",Des Moines Register,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r48w38m8w
4 hours NON-STOP to MIAMI,1947,4 hours NON-STOP to MIAMI,National Airlines,Non-stop to Miami',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4sj1b84r
4-Engine Buccaneer Service Non-Stop To Miami,1947,4-Engine Buccaneer Service Non-Stop To Miami,National Airlines,Non-stop to Miami',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4ns0mg0m
5 big moments of a Jasper Vacation,1947,5 big moments of a Jasper Vacation,Canadian National Railways,Jasper National Park',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",Time,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4dj5920t
8 Trains With The New Look...,1947,8 Trains With The New Look...,New Haven Railroad,New coach cars',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",New York Times,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4x05xx51
A Fabulous Gift For A Fortunate Family,1947,A Fabulous Gift For A Fortunate Family,"Allen B. DuMont Laboratories, Inc.",Radio Phonograph Television',Television (1939-1957),"Children', 'Television', 'DuMont'",New York World Telegram,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r42r3pj8q
A Fortunate Few Can Own Such A Television Receiver,1947,A Fortunate Few Can Own Such A Television Receiver,"Allen B. DuMont Laboratories, Inc.",Various',Television (1939-1957),"Television', 'DuMont'",New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4zg6gw28
A Glamorous NOW...a lovelier TOMORROW,1947,A Glamorous NOW...a lovelier TOMORROW,Max Factor,Pan-Cake Make-Up',Beauty and Hygiene (1911-1956),"Famous People', 'Illustration', 'Painting', 'Cosmetics', 'Judy Garland'",Ladies' Home Journal,magazines (periodicals),advertisements',https://idn.duke.edu/ark:/87924/r4wd3qn8g
A Heart-to-Heart Matter,1947,A Heart-to-Heart Matter,New Haven Railroad,New Haven Railroad',Transportation (1938-1957),"Railroads', 'Transportation & Travel'",New York World Telegram,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r42r3pg4w
A New World of Entertainment for your home!,1947,A New World of Entertainment for your home!,Philco,Television',Television (1939-1957),"Philco', 'Television'",New York World Telegram,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4m32nz1b
A Waked-Up Skin welcomes daylight,1947,A Waked-Up Skin welcomes daylight,Dorothy Gray,Dorothy Gray Cosmetics',Beauty and Hygiene (1911-1956),Cosmetics',Cosmopolitan,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4bc3tj1p
Adventures of Sam Spade,1947,Adventures of Sam Spade,"Wildroot Company, Inc.",Cream Oil',Beauty and Hygiene (1911-1956),"Illustration', 'Comics', 'Hair Preparations', 'Radio Programs', '""The Adventures of Sam Spade""'",Puck,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4tb0zf68
Air France announces the Inaugural Flight of the Golden Comet weekly De Luxe All-Sleeper Plane across the Atlantic,1947,Air France announces the Inaugural Flight of the Golden Comet weekly De Luxe All-Sleeper Plane across the Atlantic,French National Airlines,Golden Comet',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New Yorker,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r43776c2f
Air France delivers!,1947,Air France delivers!,French National Airlines,Air Express Service',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New York Times,newspapers,advertisements',https://idn.duke.edu/ark:/87924/r4tq5rx58
Air France is FIRST to offer SLEEPER PLANE SERVICE across the Atlantic!,1947,Air France is FIRST to offer SLEEPER PLANE SERVICE across the Atlantic!,French National Airlines,Sleeper Service',Transportation (1938-1957),"Transportation & Travel', 'Airlines'",New Yorker,magazines (periodicals),"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4br8n014
Airline Radar is Here!,1947,Airline Radar is Here!,Trans World Airline,Trans World Airlines',Transportation (1938-1957),"Famous People', 'Transportation & Travel', 'Airlines', 'Howard Hughes, founder Hughes Aircraft Co.'",New York World Telegram,newspapers,"advertisements', 'drawings (visual works)'",https://idn.duke.edu/ark:/87924/r4gt5g049
